Filename,Sentence,manual_emotion,manual_sentiment
HIVE-17007,Stack:,/,
AMQ-4369,"It is possible to get an IOException before the current default handler is installed, so it is bypassed.",/,
AMQ-4369,It needs to be set earlier.,/,
HIVE-15282,The index_auto_mult_tables and index_auto_mult_tables_compact q tests are failing from time to time with the following error:.,/,
HIVE-15282,"From the output of the failing test, it seems that the index on the srcpart table is not used.",/,
HIVE-15282,The hive.log contains the following:.,/,
HIVE-15282,"The staleness check fails for the index on the srcpart table for the ds=2008-04-09/hr=11 partition, so the index is really not used.",/,
HIVE-15282,"The staleness check fails, because the modification time of the itests/qtest/target/warehouse/srcpart/ds=2008-04-09/hr=11/kv1.txt file (11:46:40:0) is higher than the index creation time (11:46:39:0).. After some investigation, I found that this happens if the creation of the partition folder and moving the kv1.txt file happens when the second turns.",/,
HIVE-15282,"So the folder is created at 11:46:39,961, but the MoveTask which moves the kv1.txt file to the folder starts at 11:46:39:961 and finishes at 11:46:40,012..",/,
HIVE-15282,"In this case, the last modification time of the folder itests/qtest/target/warehouse/srcpart/ds=2008-04-09/hr=11/ will be 11:46:39 and of the kv1.txt will be 11:46:40..",/,
HIVE-15282,"When the index is built in the DDLTask.alterIndex method, the modification time which is stored for each partition is the modification time of the folder:.",/,
HIVE-15282,"But when the staleness is checked in the IndexUtils.isIndexPartitionFresh method, it checks the modification time of the files in the partition folder:.",/,
HIVE-15282,"Because of the modification time of the itests/qtest/target/warehouse/srcpart/ds=2008-04-09/hr=11/kv1.txt file is higher (11:46:40), than the modification time of the itests/qtest/target/warehouse/srcpart/ds=2008-04-09/hr=11 folder (11:46:39), the check fails and the index is not used which leads to the failure of the q test.",/,
MAPREDUCE-3005,The app hangs and it turns out to be a NPE in ResourceManager.,/,
MAPREDUCE-3005,This happened two of five times on [~karams]'s sort runs on a big cluster.,/,
HDFS-8173,NPE thrown at Datanode startup --,/,
HDFS-13023,Fails with the following exception.,/,
HADOOP-3418,How to reproduce :.,/,
HADOOP-3418,{{$ bin/hadoop fs -put largeFile tmp/tmpFile}}.,/,
HADOOP-3418,...before this finishes.,/,
HADOOP-3418,{{$ bin/hadoop fs -rmr tmp}}.,/,
HADOOP-3418,Now restart NameNode..,/,
HADOOP-3418,Restart fails with :,/,
HDFS-8276,bq.,/,
HDFS-8276,but I think it is simple enough to change the meaning of the value so that zero means 'never scrub'.,/,
HDFS-8276,"Let me post an updated patch.. As discussed in [HDFS-6929|https://issues.apache.org/jira/browse/HDFS-6929], scrubber should be disable if *dfs.namenode.lazypersist.file.scrub.interval.sec* is zero..",/,
HDFS-8276,Currently namenode startup is failing if interval configured zero,/,
MAPREDUCE-3931,[~karams] reported this offline.,/,
MAPREDUCE-3931,Seems that tasks are randomly failing during gridmix runs:,/,
HADOOP-1717,TestDFSUpgradeFromImage is broken on Solaris so all patch builds will fail until it is fixed.,/,
HADOOP-1717,I believe Raghu is working on a patch which will remove the non-standard tar -z dependency.. From Enis Soztutar:.,/,
HADOOP-1717,TestDFSUpgradeFromImage fails for hadoop-patch and hudson-nightly builds on hudson.,/,
HADOOP-1717,The error thrown is :,/,
HDFS-3824,{{testHdfsDelegationToken}} fails if not run before {{testSelectHftpDelegationToken}} and {{testSelectHsftpDelegationToken}}:.,/,
HDFS-3824,Debug output:,/,
YARN-4743,"Actually, this bug found in 2.6.0-cdh5.4.7.",/,
YARN-4743,{{FairShareComparator}} is not transitive.. We get NaN when memorySize=0 and weight=0.,/,
YARN-2273,One DN experienced memory errors and entered a cycle of rebooting and rejoining the cluster.,/,
YARN-2273,"After the second time the node went away, the RM produced this:.",/,
YARN-2273,A few cycles later YARN was crippled.,/,
YARN-2273,The RM was running and jobs could be submitted but containers were not assigned and no progress was made.,/,
YARN-2273,Restarting the RM resolved it.,/,
HIVE-14292,While creating a ACID table ran into the following error:.,/,
HIVE-14292,Saw the following detailed stack in the server log:,/,
AMQ-5384,AMQ 5.9 gets stuck under 30-50 req/second load when using JDBC persistence - this affects our application as it hangs during performance testing (this happens almost every night)..,/,
AMQ-5384,Following stacktraces indicate that there's a deadlock on DB connection:.,/,
AMQ-5384,"Stack logged by C3P0, showing when first DB connection has been picked from the pool:.",/,
AMQ-5384,Following stack shows the same thread pending for second DB connection (without releasing the first one):.,/,
AMQ-5384,Problem seems to be related with JDBCMessageStore.removeMessage method:.,/,
AMQ-5384,"Call to {{removeMessage}} already has one DB connection passed in {{context}} method parameter, but calling {{persistenceAdapter.getStoreSequenceIdForMessageId}} creates another DB connection in the same transaction..",/,
AMQ-5384,"Deadlock occurs when all DB connections are used by {{context}}, so that  {{removeMessage}} can't fetch its own connection.. Possible solution would be to pass {{ConnectionContext}} object to {{persistenceAdapter.getStoreSequenceIdForMessageId}} method, so that the method would reuse same connection.",/,
ZOOKEEPER-1862,ServerCnxnTest#testServerCnxnExpiry test case is failing in the trunk build with the following exception.,/,
ZOOKEEPER-1862,When analyzing the possible cause of the failure is:.,/,
ZOOKEEPER-1862,During connection expiry server will close the socket channel connection.,/,
ZOOKEEPER-1862,"After the socket closure, when the client tries to read a line of text will throw java.net.SocketException..",/,
ZOOKEEPER-1862,In the failure scenario the testcase has established a socket connection and entering into the sleep.,/,
ZOOKEEPER-1862,In the meantime the server side expiration would happen and closing the socket channel.,/,
ZOOKEEPER-1862,Assume after the socket closure the testcase is trying to read the text using the previously established socket and is resulting in SocketException.,/,
ZOOKEEPER-1862,There is a race between the reading the socket in the client side and socket closure in server side.,/,
STORM-3012,Below is the nimbus.log when I restarted pacemaker.,/,
STORM-3012,Nimbus crashed because of NPE.. 聽.,/,
STORM-3012,"This is because when [https://github.com/apache/storm/blob/master/storm-client/src/jvm/org/apache/storm/pacemaker/PacemakerClient.java#L195-L198]聽happens,.",/,
STORM-3012,it returns null result.,/,
STORM-3012,And the null result is inserted into [https://github.com/apache/storm/blob/master/storm-client/src/jvm/org/apache/storm/pacemaker/PacemakerClientPool.java#L65-L66].,/,
STORM-3012,which leads to [https://github.com/apache/storm/blob/master/storm-client/src/jvm/org/apache/storm/cluster/PaceMakerStateStorage.java#L195].,/,
STORM-3012,and this is where NPE聽happens,/,
HIVE-17275,"If dynamic partitioning is used to write the output of UNION or UNION ALL queries into ORC files with hive.merge.tezfiles=true, the merge step fails as follows:",/,
YARN-8383,TimelineServer 1.5 start fails with NoClassDefFoundError.,/,
HDFS-11377,"When running balancer on large cluster which have more than 3000 Datanodes, it might be hung due to ""No mover threads available""..",/,
HDFS-11377,The stack trace shows it waiting forever like below..,/,
HDFS-11377,"In the log, there are lots of WARN about ""No mover threads available"".. {quote}.",/,
HDFS-11377,"What happened here is, when there are no mover threads available, DDatanode.isPendingQEmpty() will return false, so Balancer hung.",/,
STORM-2275,I am copying last few lines of the nimbus logs including stack trace..,/,
STORM-2275,The problem is that we are assuming that the base will be non-null which is incorrect leading to NPE.,/,
HDFS-13368,"With聽HDFS-13300, the hostName and IpAdress in the DatanodeDetails.proto file made required fiields.",/,
HDFS-13368,These parameters are not set in TestEndPoint which lead these to fail consistently.. TestEndPoint#testRegisterToInvalidEndpoint.,/,
HDFS-13368,TestEndPoint#testHeartbeatTaskToInvalidNode,/,
HIVE-13810,When running using beeline (as a non hdfs user).,/,
HIVE-13810,runs into the following error:,/,
HADOOP-2756,Saw this in logs:.,/,
HADOOP-2756,Look to see if the response data method needs to be made volatile (There's a test for null just before we use it on line #2262).,/,
HIVE-14173,"hive.metastore.try.direct.sql is initially set to false in HMS hive-site.xml, then changed to true using set metaconf command in the middle of a session, running a query will be thrown NPE with error message is as following:",/,
HADOOP-10468,{{TestMetricsSystemImpl.testMultiThreadedPublish}} can fail intermediately due to the insufficient size of the sink queue:.,/,
HADOOP-10468,The unit test should increase the default queue size to avoid intermediate failure.,/,
AMQ-6451,"If the preallocationStrategy is set to 'zeros', ActiveMQ can intermittently become unable to allocate direct buffer memory with the default JVM settings.",/,
AMQ-6451,"The exception isn't handled, and ends up both creating an empty journal file and, more importantly, leaking a file descriptor.. ActiveMQ eventually runs out of file descriptors and crashes..",/,
AMQ-6451,"In addition to handling this condition, perhaps the default ACTIVEMQ_OPTS_MEMORY settings should configure enough direct memory to allow some multiple of log files to be created near simultaneously, or at least this possibility documented in the KahaDB settings..",/,
AMQ-6451,Relevant logs:.,/,
AMQ-6451,Empty journal files:.,/,
AMQ-6451,lsof output:,/,
YARN-2308,I encountered a NPE when RM restart.,/,
YARN-2308,And RM will be failed to restart..,/,
YARN-2308,"This is caused by queue configuration changed, I removed some queues and added new queues.",/,
YARN-2308,"So when RM restarts, it tries to recover history applications, and when any of queues of these applications removed, NPE will be raised.",/,
MAPREDUCE-6492,For {{TaskAttemptImpl#DeallocateContainerTransition}} {{sendJHStartEventForAssignedFailTask}} is send for TaskAttemptStateInternal.UNASSIGNED also ..,/,
MAPREDUCE-6492,Causing NPE on {{taskAttempt.container.getNodeHttpAddress()}} .,/,
MAPREDUCE-6492,Log aggregation fail for mapreduce application.,/,
YARN-3753,RM failed to come up with the following error while submitting an mapreduce job.,/,
YARN-2124,"When I play with scheduler with preemption, I found ProportionalCapacityPreemptionPolicy cannot work.",/,
YARN-2124,NPE will be raised when RM start.,/,
YARN-2124,This is caused by ProportionalCapacityPreemptionPolicy needs ResourceCalculator from CapacityScheduler.,/,
YARN-2124,But ProportionalCapacityPreemptionPolicy get initialized before CapacityScheduler initialized.,/,
YARN-2124,So ResourceCalculator will set to null in ProportionalCapacityPreemptionPolicy.,/,
HIVE-20839,"Occurs in some cases in the non-CBO optimized queries, either if CBO is disabled or has failed due to error.",/,
HIVE-14743,The stack:.,/,
HIVE-14743,Repro:,/,
HIVE-20817,"CREATE TABLE JdbcBasicRead ( empno int, desg string,empname string,doj timestamp,Salary float,mgrid smallint, deptno tinyint ) ROW FORMAT DELIMITED FIELDS TERMINATED BY ',';.",/,
HIVE-20817,LOAD DATA LOCAL INPATH '/tmp/art_jdbc/hive/input/input_7columns.txt' OVERWRITE INTO TABLE JdbcBasicRead;.,/,
HIVE-20817,Sample Data.. 鈥.,/,
HIVE-20817,"7369,M,SMITH,1980-12-17 17:07:29.234234,5000.00,7902,20.",/,
HIVE-20817,"7499,X,ALLEN,1981-02-20 17:07:29.234234,1250.00,7698,30.",/,
HIVE-20817,"7521,X,WARD,1981-02-22 17:07:29.234234,01600.57,7698,40.",/,
HIVE-20817,"7566,M,JONES,1981-04-02 17:07:29.234234,02975.65,7839,10.",/,
HIVE-20817,"7654,X,MARTIN,1981-09-28 17:07:29.234234,01250.00,7698,20.",/,
HIVE-20817,"7698,M,BLAKE,1981-05-01 17:07:29.234234,2850.98,7839,30.",/,
HIVE-20817,"7782,M,CLARK,1981-06-09 17:07:29.234234,02450.00,7839,20.",/,
HIVE-20817,鈥.,/,
HIVE-20817,"Select statement: SELECT empno, desg, empname, doj, salary, mgrid, deptno FROM JdbcBasicWrite",/,
AMQ-4186,with the latest dependencies we get:.,/,
AMQ-4186,The duplicate contentyType directive seems to only error out with the current jsp compiler.,/,
HDFS-4813,TestBlocksWithNotEnoughRacks may fail occasionally due to the bug:.,/,
HDFS-4813,At the end of the log:,/,
MAPREDUCE-3649,When calling job end notification for oozie the AM fails with the following trace:,/,
MAPREDUCE-4913,testMRAppMasterMissingStaging will sometimes cause the JVM to exit due to this error from AsyncDispatcher:.,/,
MAPREDUCE-4913,This can cause a build to fail since the test process exits without unregistering from surefire which treats it as a build error rather than a test failure.,/,
STORM-2496,"When we submit topology via specific user with dependency artifacts, submitter uploads artifacts to the blobstore with user which runs the submission..",/,
STORM-2496,"Since uploaded artifacts are uploaded once and shared globally, other user might need to use uploaded artifact.",/,
STORM-2496,(This is completely fine for non-secured cluster.),/,
STORM-2496,"In this case, Supervisor fails to get artifact and crashes in result..",/,
STORM-2496,"So we need to upload artifacts with READ permission to all, or at least supervisor should be able to read them at all.",/,
YARN-5837,"If you decommission a node, the {{yarn node}} command shows it like this:.",/,
YARN-5837,And a full report like this:.,/,
YARN-5837,"If you then restart the ResourceManager, you get this report:.",/,
YARN-5837,"And when you try to get the full report on the now ""-1"" node, you get an NPE:",/,
YARN-7786,"Before launching the ApplicationMaster, send kill command to the job, then some Null pointer appears:",/,
HADOOP-10142,Reduce the logs generated by ShellBasedUnixGroupsMapping.. For ex: Using WebHdfs from windows generates following log for each request,/,
HIVE-19917,The actual issues is fixed by HIVE-19861..,/,
HIVE-19917,This is a follow up to add a test case.. Issue:,/,
YARN-8116,Steps followed.. 1) Update nodemanager debug delay config.,/,
YARN-8116,2) Launch distributed shell application multiple times.,/,
YARN-8116,3) restart NM.,/,
YARN-8116,Nodemanager fails to start with below error.,/,
YARN-241,After restarting the Node Manager it fails to launch containers with the below exception.,/,
HADOOP-9865,I discovered the problem when running unit test TestMRJobClient on Windows.,/,
HADOOP-9865,The cause is indirect in this case.,/,
HADOOP-9865,"In the unit test, we try to launch a job and list its status.",/,
HADOOP-9865,"The job failed, and caused the list command get a result of 0, which triggered the unit test assert.",/,
HADOOP-9865,"From the log and debug, the job failed because we failed to create the Jar with classpath (see code around {{FileUtil.createJarWithClassPath}}) in {{ContainerLaunch}}.",/,
HADOOP-9865,This is a Windows specific step right now; so the test still passes on Linux.,/,
HADOOP-9865,This step failed because we passed in a relative path to {{FileContext.globStatus()}} in {{FileUtil.createJarWithClassPath}}.,/,
HADOOP-9865,The relevant log looks like the following..,/,
HADOOP-9865,I think this is a regression from HADOOP-9817.,/,
HADOOP-9865,I modified some code and the unit test passed.,/,
HADOOP-9865,(See the attached patch.),/,
HADOOP-9865,"However, I think the impact is larger.",/,
HADOOP-9865,"I will add some unit tests to verify the behavior, and work on a more complete fix.",/,
YARN-1374,Resource Manager is failing to start with the below ConcurrentModificationException.,/,
HIVE-17368,"In setups where HMS is running as a remote process secured using Kerberos, and when {{DBTokenStore}} is configured as the token store, the HS2 Thrift API call {{GetDelegationToken}} fail with exception trace seen below.",/,
HIVE-17368,HS2 is not able to invoke HMS APIs needed to add/remove/renew tokens from the DB since it is possible that the user which is issue the {{GetDelegationToken}} is not kerberos enabled.. Eg.,/,
HIVE-17368,Oozie submits a job on behalf of user "Joe".,/,
HIVE-17368,When Oozie opens a session with HS2 it uses Oozie's principal and creates a proxy UGI with Hive.,/,
HIVE-17368,This principal can establish a transport authenticated using Kerberos.,/,
HIVE-17368,It stores the HMS delegation token string in the sessionConf and sessionToken.,/,
HIVE-17368,"Now, lets say Oozie issues a {{GetDelegationToken}} which has {{Joe}} as the owner and {{oozie}} as the renewer in {{GetDelegationTokenReq}}.",/,
HIVE-17368,"This API call cannot instantiate a HMSClient and open transport to HMS using the HMSToken string available in the sessionConf, since DBTokenStore uses server HiveConf instead of sessionConf.",/,
HIVE-17368,It tries to establish transport using Kerberos and it fails since user Joe is not Kerberos enabled..,/,
HIVE-17368,I see the following exception trace in HS2 logs.. On HMS side I see a exception saying,/,
STORM-2682,"When supervisor is started, it dies after about 30s like so:",/,
MAPREDUCE-6693,Job history entry missing when JOB name is of {{mapreduce.jobhistory.jobname.limit}} character.,/,
MAPREDUCE-6693,Looks like 50 character check is going wrong,/,
MAPREDUCE-3306,Seeing this in NM logs when trying to run jobs.,/,
YARN-4762,Seeing this exception and the NMs crash.,/,
YARN-7308,{{TestApplicationACLs}} fails when using FairScheduler:.,/,
YARN-7308,There's a bunch of messages like this in the output:,/,
MAPREDUCE-5724,Starting JHS without HDFS running fails with the following error:,/,
YARN-6534,"In a non-secured cluster, RM get failed consistently due to TimelineServiceV1Publisher tries to init TimelineClient with SSLFactory without any checking on if https get used.. CC [~rohithsharma] and [~gtCarrera9]",/,
YARN-3493,RM fails to come up for the following case:.,/,
YARN-3493,1,/,
YARN-3493,Change yarn.nodemanager.resource.memory-mb and yarn.scheduler.maximum-allocation-mb to 4000 in yarn-site.xml.,/,
YARN-3493,2,/,
YARN-3493,Start a randomtextwriter job with mapreduce.map.memory.mb=4000 in background and wait for the job to reach running state.,/,
YARN-3493,3,/,
YARN-3493,Restore yarn-site.xml to have yarn.scheduler.maximum-allocation-mb to 2048 before the above job completes.,/,
YARN-3493,4,/,
YARN-3493,Restart RM.,/,
YARN-3493,5,/,
YARN-3493,RM fails to come up with the below error,/,
HIVE-18001,Exception from the log,/,
YARN-4152,NM crash during of log aggregation..,/,
YARN-4152,Ran Pi job with 500 container and killed application in between.,/,
YARN-4152,*Logs*.,/,
YARN-4152,*Analysis*.,/,
YARN-4152,Looks like for absent container also {{stopContainer}} is called .,/,
YARN-4152,*Event EventType: KILL_CONTAINER sent to absent container container_e51_1442063466801_0001_01_000101*.,/,
YARN-4152,Should skip when {{null==context.getContainers().get(containerId)}},/,
YARN-4402,https://builds.apache.org/job/Hadoop-Yarn-trunk/1465/testReport/,/,
HIVE-19771,Otherwise we may throw an Exception.,/,
HIVE-15923,"This is the ORM error, direct SQL fails too before that, with a similar error.",/,
YARN-2834,Resource manager failed after restart.,/,
MAPREDUCE-2463,"If ""mapreduce.jobtracker.jobhistory.location"" is configured as HDFS location then either during initialization of Job Tracker (while moving old job history files) or after completion of the job, history files are not moving to done and giving following exception.",/,
MAPREDUCE-4825,TestMRApp.testJobError is causing AsyncDispatcher to exit with System.exit due to an exception being thrown.,/,
MAPREDUCE-4825,From the console output from testJobError:,/,
YARN-3425,Configure yarn.node-labels.enabled to true .,/,
YARN-3425,and yarn.node-labels.fs-store.root-dir /node-labels.,/,
YARN-3425,Start resource manager without starting DN/NM.,/,
YARN-3425,Null check missing during stop,/,
HADOOP-11329,"Currently, HADOOP_HOME isn't part of the start up options of KMS.",/,
HADOOP-11329,"If I add the the following configuration to core-site.xml of kms,.",/,
HADOOP-11329,kms server will throw the following exception when receive "generateEncryptedKey" request.,/,
HADOOP-11329,The reason is that it cannot find libhadoop.so.,/,
HADOOP-11329,This will prevent KMS to response to "generateEncryptedKey" requests.,/,
HIVE-10736,The shutdown process throws concurrent modification exceptions and fails to clean up the app masters per queue.,/,
HIVE-14355,When schema is evolved from any integer type to string then following exceptions are thrown in LLAP (Works fine in Tez).,/,
HIVE-14355,I guess this should happen even for other conversions.,/,
HIVE-18090,steps to recreate the issue.,/,
HIVE-18090,assuming two users .,/,
HIVE-18090,* test.,/,
HIVE-18090,* another .,/,
HIVE-18090,create two jceks files for each user and place them on hdfs with access to that file only allowed to the user.,/,
HIVE-18090,hdfs locations with permissions .,/,
HIVE-18090,password used to create .,/,
HIVE-18090,* /user/another/another.jceks -- another.,/,
HIVE-18090,* /user/test/test.jceks -- test.,/,
HIVE-18090,on core-site.xml .,/,
HIVE-18090,and restart hdfs.. enable ACID on HS2 (change the required properties).additional changes on  hiveserver2 configs .,/,
HIVE-18090,start hiveserver2.,/,
HIVE-18090,connect to the server using beeline using any user:.,/,
HIVE-18090,exit beeline and connect with user another .,/,
HIVE-18090,open another beeline session with user test:.,/,
HIVE-18090,fails with exception .,/,
HIVE-18090,"above will only help in recreating the issue, if the _insert overwrite_ query takes longer than _hive.txn.timeout / 2 = 4 / 2 = 2seconds_",/,
YARN-1692,We saw a ConcurrentModificationException thrown in the fair scheduler:.,/,
YARN-1692,The map that  gets returned by FSSchedulerApp.getResourceRequests() are iterated on without proper synchronization.,/,
YARN-4109,Configure node label and load scheduler Page.,/,
YARN-4109,On each reload of the page the below exception gets thrown in logs,/,
HDFS-3374,"The testcase is failing because the MiniDFSCluster is shutdown before the secret manager can change the key, which calls system.exit with no edit streams available.",/,
YARN-4598,"In our cluster, I found that the container has some problems in state transition锛宼his is my log",/,
STORM-2158,{{OutOfMemoryError}} is thrown by Nimbus' {{SimpleTransportPlugin}} if malformed Thrift request is posted:.,/,
STORM-2158,In nimbus.log:.,/,
STORM-2158,The problem is caused by the lack of specification of the {{maxReadBufferBytes}} of {{THsHaServer}}'s arguments.,/,
HIVE-15275,Execute {{"beeline -f <file>"}} and the command will throw the following NPE exception.,/,
HADOOP-1955,"When replicating corrupted block, receiving side rejects the block due to checksum error.",/,
HADOOP-1955,Namenode keeps on retrying (with the same source datanode).. Fsck shows those blocks as under-replicated.. [Namenode log].,/,
HADOOP-1955,[Datanode(sender) 99.9.99.11 log].,/,
HADOOP-1955,[Datanode(one of the receiver) 99.9.99.37 log],/,
HIVE-15647,Here's a simple example with the foodmart database:.,/,
HIVE-15647,This happens on trunk and on HDP 2.5.3 / Hive 2.,/,
HIVE-15647,If you use = the NPE doesn't happen.,/,
HIVE-15647,If you remove the boolean condition the NPE doesn't happen.,/,
HDFS-4128,We saw the following issue in a cluster:.,/,
HDFS-4128,- The 2NN downloads an edit log segment:.,/,
HDFS-4128,- It fails in the middle of replay due to an OOME:.,/,
HDFS-4128,- Future checkpoints then fail because the prior edit log replay only got halfway through the stream:,/,
HIVE-20502,Enabling {{hive.stats.fetch.column.stats}} makes this test fail during:.,/,
HIVE-20502,Seems like joinKeys is null at [this point|https://github.com/apache/hive/blob/48f92c31dee3983f573f2e66baaa213a0196f1ba/ql/src/java/org/apache/hadoop/hive/ql/optimizer/stats/annotation/StatsRulesProcFactory.java#L2169].,/,
HIVE-20502,Exception:,/,
HIVE-15755,Ran into this error message - "Error while compiling statement: FAILED: NullPointerException null " when I specified an incorrect tablename in the merge statement..  .,/,
HIVE-15755,Hiveserver2 logs:,/,
YARN-6068,The exception log is as following:,/,
YARN-5918,Allocate request failure during Opportunistic container allocation when nodemanager is lost,/,
HDFS-4426,"After HADOOP-9181 went in, the secondary namenode immediately shuts down after it is started.",/,
HDFS-4426,From the startup logs:.,/,
HDFS-4426,"I looked into the issue, and it's shutting down because SecondaryNameNode.main starts a bunch of daemon threads then returns.",/,
HDFS-4426,"With nothing but daemon threads remaining, the JVM sees no reason to keep going and proceeds to shutdown.",/,
HDFS-4426,Apparently we were implicitly relying on the fact that the HttpServer QueuedThreadPool threads were not daemon threads to keep the secondary namenode process up.,/,
HIVE-15542,"Observed the following stacktrace, when all the values are NULL in date column.",/,
HIVE-13002,Discovered in some q test run:,/,
STORM-1496,Blobstore periodically throws exception:.,/,
STORM-1496,Steps to reproduce:.,/,
STORM-1496,1,/,
STORM-1496,Setup one node cluster.. 2.,/,
STORM-1496,Deploy word count topology.. 3.,/,
STORM-1496,Kill word count topology.. 4.,/,
STORM-1496,Monitor nimbus.log,/,
MAPREDUCE-3932,[~karams] reported this offline.,/,
MAPREDUCE-3932,One reduce task gets preempted because of zero headRoom and crashes the AM.,/,
HIVE-13017,"The following query fails, when Azure Filesystem is used as default file system, and HDFS is used for intermediate data.. hivesever2 log shows:",/,
STORM-2443,Here's stacktrace from Nimbus log:,/,
YARN-4288,"When NM get restarted, NodeStatusUpdaterImpl will try to register to RM with RPC which could throw following exceptions when RM get restarted at the same time, like following exception shows:.",/,
YARN-4288,It will make NM restart get failed.,/,
YARN-4288,We should have a simple fix to allow this register to RM can retry with connection failures.,/,
MAPREDUCE-6836,"When I navigate the MR job web UI and click the configuration link, the AM shows an exception:.",/,
MAPREDUCE-6836,The web page itself renders fine.,/,
YARN-5594,We've got that error after upgrade cluster from v.2.5.1 to 2.7.0..,/,
YARN-5594,The reason of this problem is that we use different formats of files /var/mapr/cluster/yarn/rm/system/FSRMStateRoot/RMDTSecretManagerRoot/RMDelegationToken* in these hadoop versions..,/,
YARN-5594,This fix handle old data format during RM recover if InvalidProtocolBufferException occures.,/,
HDFS-3597,"When upgrading from 1.x to 2.0.0, the SecondaryNameNode can fail to start up:.",/,
HDFS-3597,"The error check we're hitting came from HDFS-1073, and it's intended to verify that we're connecting to the correct NN.",/,
HDFS-3597,But the check is too strict and considers "different metadata version" to be the same as "different clusterID"..,/,
HDFS-3597,I believe the check in {{doCheckpoint}} simply needs to explicitly check for and handle the update case.,/,
YARN-42,NM throws NPE on startup if it doesn't have persmission's on nm local dir's,/,
HADOOP-3035,"Currently if a crc error occurs when data-node replicates a block to another node it throws an exception, and continues..",/,
HADOOP-3035,The data-node should report the error to the name-node so that the corrupted replica could be removed and replicated.,/,
